(0.46736023914396907, 11, (0.005, 0.0001))
(0.46623758174355634, 31, (0.005, 0.001))
(0.4563240676199935, 39, (0.001, 0.001))
(0.4542956842469036, 8, (0.005, 5e-05))
(0.4247672351438688, 9, (0.005, 1e-05))
(0.41563567780361743, 37, (0.001, 0.0001))
(0.3957110212929368, 36, (0.001, 5e-05))
(0.364768803809116, 39, (0.001, 1e-05))
(0.316196417540153, 38, (0.0005, 0.0001))
(0.3155279127297354, 39, (0.0005, 5e-05))
(0.3094322244077833, 36, (0.0005, 0.001))
(0.30910052988355774, 32, (0.0005, 1e-05))
(0.3083745988750527, 39, (0.0001, 5e-05))
(0.2998242793352642, 39, (0.0001, 0.0001))
(0.2985829971968201, 36, (0.0001, 1e-05))
(0.2410001858282755, 39, (0.0001, 0.001))

(0.49081031731510116, 26, (0.30000000000000004, 0.6))
(0.4895960909149742, 38, (0.1, 0.4))
(0.48959331135470374, 37, (0.1, 0.5))
(0.4890349807187909, 48, (0.2, 0.2))
(0.48789863923361704, 18, (0.4, 0.4))
(0.48789154570499543, 21, (0.4, 0.7000000000000001))
(0.48748346293647926, 31, (0.5, 0.30000000000000004))
(0.4869188998645931, 30, (0.6, 0.1))
(0.4867712403841243, 25, (0.1, 0.6))
(0.48421693322982284, 33, (0.4, 0.30000000000000004))
(0.4839925222065781, 46, (0.6, 0.4))
(0.4837794547639252, 39, (0.7000000000000001, 0.30000000000000004))
(0.483770700590172, 39, (0.6, 0.5))
(0.48366874953754047, 44, (0.5, 0.1))
(0.4831366003834465, 30, (0.7000000000000001, 0.1))
(0.482471448449272, 35, (0.30000000000000004, 0.4))
(0.48232033025082627, 26, (0.7000000000000001, 0.4))
(0.48224360812000044, 48, (0.2, 0.4))
(0.48175852880890757, 36, (0.8, 0.2))
(0.4815729829262025, 42, (0.30000000000000004, 0.5))
(0.4814211439216857, 40, (0.5, 0.2))
(0.481078233412073, 39, (0.30000000000000004, 0.1))
(0.48103139543314793, 42, (0.5, 0.5))
(0.47983838731503786, 22, (0.5, 0.4))
(0.47957397397650886, 20, (0.30000000000000004, 0.7000000000000001))
(0.4793071161686846, 36, (0.6, 0.2))
(0.47889074676047605, 13, (0.6, 0.7000000000000001))
(0.4784455556136828, 21, (0.4, 0.5))
(0.47828841942838884, 37, (0.1, 0.30000000000000004))
(0.4776629254667784, 18, (0.2, 0.5))
(0.4776108664415275, 26, (0.2, 0.6))
(0.47743569861207097, 41, (0.9, 0.2))
(0.47729884907185965, 22, (0.30000000000000004, 0.2))
(0.47676537395932916, 20, (0.5, 0.6))
(0.4762289602073436, 20, (0.8, 0.4))
(0.47583279753379454, 36, (0.2, 0.30000000000000004))
(0.47578277922039286, 37, (0.5, 0.7000000000000001))
(0.47460118776630916, 21, (0.30000000000000004, 0.30000000000000004))
(0.4742419133307896, 18, (0.2, 0.7000000000000001))
(0.4738803661688193, 36, (0.2, 0.1))
(0.4737950185873231, 13, (0.4, 0.8))
(0.4734599457347433, 24, (0.4, 0.2))
(0.4733139010956392, 17, (0.8, 0.30000000000000004))
(0.472920794214624, 24, (0.30000000000000004, 0.8))
(0.4727172012503187, 42, (0.9, 0.30000000000000004))
(0.47246776490004433, 17, (0.1, 0.7000000000000001))
(0.47240741087938776, 42, (0.4, 0.1))
(0.4716326372802535, 24, (0.1, 0.8))
(0.4711664788222238, 36, (0.1, 0.1))
(0.47058713985679823, 47, (0.1, 0.2))
(0.4703706590057085, 22, (0.9, 0.4))
(0.4697193471170163, 9, (0.5, 0.8))
(0.4689958677813665, 44, (0.6, 0.30000000000000004))
(0.46853894628908516, 16, (0.8, 0.5))
(0.46832073984157113, 19, (0.8, 0.7000000000000001))
(0.4683046624192921, 49, (0.6, 0.6))
(0.4680397862109754, 17, (0.7000000000000001, 0.5))
(0.4679382299041603, 16, (0.9, 0.6))
(0.4674566709569832, 19, (0.7000000000000001, 0.6))
(0.46719591238206637, 14, (0.7000000000000001, 0.7000000000000001))
(0.46564637014451626, 47, (0.9, 0.1))
(0.4646474563321664, 29, (0.4, 0.6))
(0.46464364187287405, 49, (0.7000000000000001, 0.2))
(0.4644493062225302, 12, (0.8, 0.8))
(0.4640641475902635, 16, (0.2, 0.8))
(0.4630975748100515, 22, (0.9, 0.5))
(0.46309633282832885, 18, (0.7000000000000001, 0.8))
(0.46252204019463755, 10, (0.6, 0.8))
(0.4624945892627941, 12, (0.5, 0.9))
(0.461464464136048, 10, (0.6, 0.9))
(0.4595381376122, 48, (0.8, 0.1))
(0.4592108889779183, 16, (0.9, 0.7000000000000001))
(0.4590786393878184, 7, (0.8, 0.9))
(0.45746969559375933, 10, (0.2, 0.9))
(0.45733189040898964, 15, (0.8, 0.6))
(0.4566602188690889, 11, (0.9, 0.9))
(0.45641636606676417, 12, (0.7000000000000001, 0.9))
(0.4555112363984987, 15, (0.9, 0.8))
(0.45492167775908515, 14, (0.4, 0.9))
(0.45220159763273615, 13, (0.1, 0.9))
(0.4430499681883007, 12, (0.30000000000000004, 0.9))
