(0.5368545035909735, 40, (0.01, 0.0001))
(0.5365052083130595, 49, (0.001, 0.0001))
(0.30055266271701825, 8, (0.001, 0.001))
(0.29217349408406074, 49, (0.01, 0.001))
(0.2714693987869495, 39, (0.1, 0.0001))
(0.23661099493164287, 36, (0.1, 0.001))
(0.17360964071088247, 16, (1, 1))
(0.16955652709891683, 12, (1, 0.1))
(0.15601701603943713, 6, (0.001, 0.01))
(0.1423799595533509, 11, (1, 0.01))
(0.13997988538005565, 5, (0.01, 0.01))
(0.13885854800317385, 15, (0.1, 0.01))
(0.13658501075813823, 9, (0.1, 0.1))
(0.11968302014564934, 0, (1, 0.001))
(0.10747678554128537, 18, (0.1, 1))
(0.10421689028175804, 11, (0.001, 0.1))
(0.09335491355103455, 25, (1, 0.0001))
(0.06823627991047032, 18, (0.001, 1))
(0.061040029451649574, 12, (0.01, 0.1))
(0.05583307806438347, 15, (0.01, 1))

(0.5364471342127466, 39, (0.9, 0.9))
(0.5304391526447111, 39, (0.8, 0.9))
(0.5293240851043777, 46, (0.5, 0.9))
(0.5287474987193463, 48, (0.7000000000000001, 0.9))
(0.5286647547225295, 49, (0.1, 0.9))
(0.528125749789557, 27, (0.6, 0.9))
(0.5278426273904859, 45, (0.30000000000000004, 0.9))
(0.52711424067613, 49, (0.9, 0.8))
(0.5259594632673092, 43, (0.9, 0.7000000000000001))
(0.5255544475179673, 29, (0.4, 0.9))
(0.5233479968384027, 49, (0.7000000000000001, 0.8))
(0.5230543398825922, 33, (0.2, 0.9))
(0.5206936139632415, 40, (0.6, 0.8))
(0.5195311012453087, 46, (0.5, 0.8))
(0.5192754785453817, 37, (0.1, 0.8))
(0.5189486777849397, 44, (0.30000000000000004, 0.8))
(0.5188212612439101, 29, (0.8, 0.8))
(0.5177818174112025, 42, (0.4, 0.8))
(0.5174358648152456, 46, (0.9, 0.6))
(0.5165404115183538, 48, (0.2, 0.8))
(0.5150746226958597, 38, (0.7000000000000001, 0.7000000000000001))
(0.5141386389418666, 38, (0.8, 0.7000000000000001))
(0.5115881823226928, 43, (0.9, 0.4))
(0.5113698852021539, 32, (0.8, 0.6))
(0.5112590159783525, 42, (0.9, 0.5))
(0.5096584024719072, 49, (0.6, 0.7000000000000001))
(0.5093978078593051, 38, (0.1, 0.7000000000000001))
(0.5085126630308743, 26, (0.8, 0.5))
(0.5084719606278129, 47, (0.5, 0.7000000000000001))
(0.508150717926551, 46, (0.30000000000000004, 0.7000000000000001))
(0.5073411292513725, 49, (0.8, 0.4))
(0.507069252626379, 38, (0.4, 0.7000000000000001))
(0.5065842651781428, 44, (0.9, 0.30000000000000004))
(0.5054486044583648, 41, (0.8, 0.30000000000000004))
(0.5052316264451081, 47, (0.7000000000000001, 0.6))
(0.5040011647183931, 39, (0.2, 0.7000000000000001))
(0.5027511736649104, 34, (0.6, 0.6))
(0.5020845253601361, 48, (0.5, 0.6))
(0.5019103686085797, 49, (0.7000000000000001, 0.5))
(0.499599542638644, 29, (0.9, 0.2))
(0.4974502641182387, 32, (0.7000000000000001, 0.30000000000000004))
(0.49739914555386244, 49, (0.6, 0.5))
(0.4968383398953881, 43, (0.1, 0.6))
(0.4966568013853476, 46, (0.7000000000000001, 0.4))
(0.49634953124793, 48, (0.30000000000000004, 0.6))
(0.4961301170905917, 45, (0.8, 0.2))
(0.4958884964483588, 38, (0.4, 0.6))
(0.49559703606192884, 40, (0.2, 0.6))
(0.4950028304284319, 37, (0.5, 0.5))
(0.4926917519718131, 48, (0.6, 0.4))
(0.49086564850401215, 38, (0.7000000000000001, 0.2))
(0.49029127914335596, 49, (0.4, 0.5))
(0.4902156466607218, 46, (0.6, 0.30000000000000004))
(0.48548581738349944, 46, (0.6, 0.1))
(0.48519726425709536, 32, (0.8, 0.1))
(0.48438444890122195, 48, (0.30000000000000004, 0.5))
(0.4821557119179864, 49, (0.6, 0.2))
(0.4815631235257951, 44, (0.2, 0.5))
(0.4804638433875342, 29, (0.9, 0.1))
(0.4798550622758225, 37, (0.5, 0.4))
(0.4797109894731973, 45, (0.7000000000000001, 0.1))
(0.4793361697583371, 48, (0.5, 0.30000000000000004))
(0.4790393583559386, 40, (0.4, 0.4))
(0.4773588842927433, 49, (0.5, 0.1))
(0.4757207474390689, 41, (0.1, 0.5))
(0.47385487672029697, 29, (0.5, 0.2))
(0.4719943602163992, 45, (0.4, 0.30000000000000004))
(0.470644182371133, 48, (0.30000000000000004, 0.4))
(0.47057889557411453, 46, (0.2, 0.4))
(0.46883721873558676, 48, (0.4, 0.1))
(0.4621239825893068, 44, (0.4, 0.2))
(0.4587687619570622, 49, (0.1, 0.4))
(0.45844568685289055, 48, (0.30000000000000004, 0.30000000000000004))
(0.4529475717640598, 42, (0.2, 0.30000000000000004))
(0.44716571983919845, 46, (0.1, 0.30000000000000004))
(0.4465530990358371, 48, (0.30000000000000004, 0.2))
(0.44393918301995355, 49, (0.30000000000000004, 0.1))
(0.4371371957819003, 49, (0.2, 0.2))
(0.4235181404930209, 45, (0.1, 0.2))
(0.41936342434198215, 37, (0.2, 0.1))
(0.3946673488424526, 49, (0.1, 0.1))
