(0.5835687783695144, 49, (0.1, 0.6, 0.01))
(0.580303237094921, 39, (0.1, 0.7000000000000001, 0.01))
(0.5745815652383292, 49, (0.1, 0.4, 0.01))
(0.5743662787548394, 40, (0.1, 0.8, 0.01))
(0.566005561398368, 49, (0.1, 0.5, 0.01))
(0.558482107985561, 49, (0.1, 0.30000000000000004, 0.01))
(0.5497253630470132, 45, (0.1, 0.2, 0.01))
(0.5465390314639439, 47, (0.1, 0.1, 0.01))
(0.5404846885974731, 49, (0.01, 0.9, 0.01))
(0.503732006661765, 36, (0.1, 0.9, 0.01))
(0.4878588140524638, 47, (0.01, 0.9, 0.1))
(0.48753207274240856, 48, (0.01, 0.8, 0.1))
(0.4869088982640531, 49, (0.1, 0.8, 0.001))
(0.48674405463621223, 40, (0.1, 0.1, 0.1))
(0.4860992771145536, 26, (0.1, 0.2, 0.1))
(0.48515509854885785, 41, (0.01, 0.7000000000000001, 0.1))
(0.48482769214325744, 40, (0.1, 0.30000000000000004, 0.1))
(0.48354809531909676, 49, (0.01, 0.6, 0.1))
(0.48208395755932903, 19, (0.1, 0.4, 0.1))
(0.48159464350466963, 47, (0.01, 0.5, 0.1))
(0.4805701839029533, 49, (0.01, 0.30000000000000004, 0.1))
(0.4805641106830186, 49, (0.01, 0.4, 0.1))
(0.47827203941281865, 20, (0.1, 0.5, 0.1))
(0.47386411885617924, 49, (0.01, 0.2, 0.1))
(0.4731874753445436, 25, (0.1, 0.6, 0.1))
(0.4691304680625305, 49, (0.001, 0.9, 0.1))
(0.4667031987343845, 46, (0.01, 0.1, 0.1))
(0.46626965894968453, 9, (0.1, 0.7000000000000001, 0.1))
(0.4559499864690671, 38, (0.1, 0.9, 0.001))
(0.4558600881897676, 49, (0.01, 0.8, 0.01))
(0.45103738643341473, 3, (0.1, 0.8, 0.1))
(0.4435156090723109, 35, (1, 0.1, 0.01))
(0.43412467572658303, 49, (0.1, 0.7000000000000001, 0.001))
(0.4293069041048182, 18, (1, 0.2, 0.01))
(0.4278071239710582, 49, (0.1, 0.9, 0.0001))
(0.4264646346978176, 26, (1, 0.1, 0.001))
(0.4172610392713149, 30, (1, 0.2, 0.001))
(0.41370916544709574, 1, (0.1, 0.9, 0.1))
(0.4106523848386404, 24, (0.1, 0.8, 0.0001))
(0.4068317382729397, 40, (0.001, 1.0, 0.0001))
(0.4006194649261944, 39, (1, 0.30000000000000004, 0.001))
(0.40039893424219464, 49, (1, 0.1, 0.0001))
(0.3972911589579493, 48, (1, 0.2, 0.0001))
(0.3965859992926582, 45, (1, 0.30000000000000004, 0.01))
(0.3947875052404126, 33, (0.001, 1.0, 0.001))
(0.39232408109206296, 0, (1, 0.1, 0.1))
(0.38350039474234415, 43, (1, 0.30000000000000004, 0.0001))
(0.38150138606154194, 49, (0.1, 0.6, 0.001))
(0.38025092567548546, 20, (0.001, 1.0, 0.01))
(0.3701753311860831, 0, (1, 0.2, 0.1))
(0.3636817124383707, 46, (1, 0.4, 0.001))
(0.3633643760301571, 49, (0.01, 0.7000000000000001, 0.01))
(0.36132964087795905, 44, (1, 0.4, 0.01))
(0.3587173959727556, 35, (0.1, 0.7000000000000001, 0.0001))
